product_id,product_name,brand,price_inr,discounted_price_inr,discount_percent,material,color,seater_type,dimensions_cm,weight_kg,rating,num_reviews,style_category,cushion_type,leg_material,assembly_required,warranty_years,in_stock
P016,N/A,Pepperfry,N/A,N/A,N/A,Fabric,N/A,2 Seater,N/A,N/A,N/A,N/A,Modern,Foam,Wood,Yes,1,Yes
P017,,Pepperfry,N/A,N/A,N/A,Fabric,N/A,2 Seater,N/A,N/A,N/A,N/A,Modern,Foam,Wood,Yes,1,Yes
P018,,Pepperfry,N/A,N/A,N/A,Fabric,N/A,2 Seater,N/A,N/A,N/A,N/A,Modern,Foam,Wood,Yes,1,Yes
P019,,Pepperfry,N/A,N/A,N/A,Fabric,N/A,2 Seater,N/A,N/A,N/A,N/A,Modern,Foam,Wood,Yes,1,Yes
P020,,Pepperfry,N/A,N/A,N/A,Fabric,N/A,2 Seater,N/A,N/A,N/A,N/A,Modern,Foam,Wood,Yes,1,Yes
P021,,Pepperfry,N/A,N/A,N/A,Fabric,N/A,2 Seater,N/A,N/A,N/A,N/A,Modern,Foam,Wood,Yes,1,Yes
P022,N/A,Pepperfry,N/A,N/A,N/A,Fabric,N/A,2 Seater,N/A,N/A,N/A,N/A,Modern,Foam,Wood,Yes,1,Yes
P023,N/A,Pepperfry,N/A,N/A,N/A,Fabric,N/A,2 Seater,N/A,N/A,N/A,N/A,Modern,Foam,Wood,Yes,1,Yes
P024,N/A,Pepperfry,N/A,N/A,N/A,Fabric,N/A,2 Seater,N/A,N/A,N/A,N/A,Modern,Foam,Wood,Yes,1,Yes
P025,N/A,Pepperfry,N/A,N/A,N/A,Fabric,N/A,2 Seater,N/A,N/A,N/A,N/A,Modern,Foam,Wood,Yes,1,Yes
P026,N/A,Pepperfry,N/A,N/A,N/A,Fabric,N/A,2 Seater,N/A,N/A,N/A,N/A,Modern,Foam,Wood,Yes,1,Yes
P027,,Pepperfry,N/A,N/A,N/A,Fabric,N/A,2 Seater,N/A,N/A,N/A,N/A,Modern,Foam,Wood,Yes,1,Yes
P028,N/A,Pepperfry,N/A,N/A,N/A,Fabric,N/A,2 Seater,N/A,N/A,N/A,N/A,Modern,Foam,Wood,Yes,1,Yes
P029,,Pepperfry,N/A,N/A,N/A,Fabric,N/A,2 Seater,N/A,N/A,N/A,N/A,Modern,Foam,Wood,Yes,1,Yes
P030,N/A,Pepperfry,N/A,N/A,N/A,Fabric,N/A,2 Seater,N/A,N/A,N/A,N/A,Modern,Foam,Wood,Yes,1,Yes
P031,N/A,Pepperfry,N/A,N/A,N/A,Fabric,N/A,2 Seater,N/A,N/A,N/A,N/A,Modern,Foam,Wood,Yes,1,Yes
P032,N/A,Pepperfry,N/A,N/A,N/A,Fabric,N/A,2 Seater,N/A,N/A,N/A,N/A,Modern,Foam,Wood,Yes,1,Yes
P033,N/A,Pepperfry,N/A,N/A,N/A,Fabric,N/A,2 Seater,N/A,N/A,N/A,N/A,Modern,Foam,Wood,Yes,1,Yes
P034,N/A,Pepperfry,N/A,N/A,N/A,Fabric,N/A,2 Seater,N/A,N/A,N/A,N/A,Modern,Foam,Wood,Yes,1,Yes
P035,,Pepperfry,N/A,N/A,N/A,Fabric,N/A,2 Seater,N/A,N/A,N/A,N/A,Modern,Foam,Wood,Yes,1,Yes
P036,,Pepperfry,N/A,N/A,N/A,Fabric,N/A,2 Seater,N/A,N/A,N/A,N/A,Modern,Foam,Wood,Yes,1,Yes
P037,,Pepperfry,N/A,N/A,N/A,Fabric,N/A,2 Seater,N/A,N/A,N/A,N/A,Modern,Foam,Wood,Yes,1,Yes
P038,N/A,Pepperfry,N/A,N/A,N/A,Fabric,N/A,2 Seater,N/A,N/A,N/A,N/A,Modern,Foam,Wood,Yes,1,Yes
P039,N/A,Pepperfry,N/A,N/A,N/A,Fabric,N/A,2 Seater,N/A,N/A,N/A,N/A,Modern,Foam,Wood,Yes,1,Yes
P040,N/A,Pepperfry,N/A,N/A,N/A,Fabric,N/A,2 Seater,N/A,N/A,N/A,N/A,Modern,Foam,Wood,Yes,1,Yes
P041,,Pepperfry,N/A,N/A,N/A,Fabric,N/A,2 Seater,N/A,N/A,N/A,N/A,Modern,Foam,Wood,Yes,1,Yes
P042,N/A,Pepperfry,N/A,N/A,N/A,Fabric,N/A,2 Seater,N/A,N/A,N/A,N/A,Modern,Foam,Wood,Yes,1,Yes
P043,,Pepperfry,N/A,N/A,N/A,Fabric,N/A,2 Seater,N/A,N/A,N/A,N/A,Modern,Foam,Wood,Yes,1,Yes
P044,N/A,Pepperfry,N/A,N/A,N/A,Fabric,N/A,2 Seater,N/A,N/A,N/A,N/A,Modern,Foam,Wood,Yes,1,Yes
P045,N/A,Pepperfry,N/A,N/A,N/A,Fabric,N/A,2 Seater,N/A,N/A,N/A,N/A,Modern,Foam,Wood,Yes,1,Yes
P046,N/A,Pepperfry,N/A,N/A,N/A,Fabric,N/A,2 Seater,N/A,N/A,N/A,N/A,Modern,Foam,Wood,Yes,1,Yes
P047,N/A,Pepperfry,N/A,N/A,N/A,Fabric,N/A,2 Seater,N/A,N/A,N/A,N/A,Modern,Foam,Wood,Yes,1,Yes
P048,N/A,Pepperfry,N/A,N/A,N/A,Fabric,N/A,2 Seater,N/A,N/A,N/A,N/A,Modern,Foam,Wood,Yes,1,Yes
P049,,Pepperfry,N/A,N/A,N/A,Fabric,N/A,2 Seater,N/A,N/A,N/A,N/A,Modern,Foam,Wood,Yes,1,Yes
P050,,Pepperfry,N/A,N/A,N/A,Fabric,N/A,2 Seater,N/A,N/A,N/A,N/A,Modern,Foam,Wood,Yes,1,Yes
P051,,Pepperfry,N/A,N/A,N/A,Fabric,N/A,2 Seater,N/A,N/A,N/A,N/A,Modern,Foam,Wood,Yes,1,Yes
P052,N/A,Pepperfry,N/A,N/A,N/A,Fabric,N/A,2 Seater,N/A,N/A,N/A,N/A,Modern,Foam,Wood,Yes,1,Yes
P053,N/A,Pepperfry,N/A,N/A,N/A,Fabric,N/A,2 Seater,N/A,N/A,N/A,N/A,Modern,Foam,Wood,Yes,1,Yes
P054,N/A,Pepperfry,N/A,N/A,N/A,Fabric,N/A,2 Seater,N/A,N/A,N/A,N/A,Modern,Foam,Wood,Yes,1,Yes
P055,N/A,Pepperfry,N/A,N/A,N/A,Fabric,N/A,2 Seater,N/A,N/A,N/A,N/A,Modern,Foam,Wood,Yes,1,Yes
P056,N/A,Pepperfry,N/A,N/A,N/A,Fabric,N/A,2 Seater,N/A,N/A,N/A,N/A,Modern,Foam,Wood,Yes,1,Yes
P057,,Pepperfry,N/A,N/A,N/A,Fabric,N/A,2 Seater,N/A,N/A,N/A,N/A,Modern,Foam,Wood,Yes,1,Yes
P058,N/A,Pepperfry,N/A,N/A,N/A,Fabric,N/A,2 Seater,N/A,N/A,N/A,N/A,Modern,Foam,Wood,Yes,1,Yes
P059,,Pepperfry,N/A,N/A,N/A,Fabric,N/A,2 Seater,N/A,N/A,N/A,N/A,Modern,Foam,Wood,Yes,1,Yes
P060,N/A,Pepperfry,N/A,N/A,N/A,Fabric,N/A,2 Seater,N/A,N/A,N/A,N/A,Modern,Foam,Wood,Yes,1,Yes
P061,N/A,Pepperfry,N/A,N/A,N/A,Fabric,N/A,2 Seater,N/A,N/A,N/A,N/A,Modern,Foam,Wood,Yes,1,Yes
P062,N/A,Pepperfry,N/A,N/A,N/A,Fabric,N/A,2 Seater,N/A,N/A,N/A,N/A,Modern,Foam,Wood,Yes,1,Yes
P063,N/A,Pepperfry,N/A,N/A,N/A,Fabric,N/A,2 Seater,N/A,N/A,N/A,N/A,Modern,Foam,Wood,Yes,1,Yes
P064,N/A,Pepperfry,N/A,N/A,N/A,Fabric,N/A,2 Seater,N/A,N/A,N/A,N/A,Modern,Foam,Wood,Yes,1,Yes
P065,,Pepperfry,N/A,N/A,N/A,Fabric,N/A,2 Seater,N/A,N/A,N/A,N/A,Modern,Foam,Wood,Yes,1,Yes
P066,,Pepperfry,N/A,N/A,N/A,Fabric,N/A,2 Seater,N/A,N/A,N/A,N/A,Modern,Foam,Wood,Yes,1,Yes
P067,,Pepperfry,N/A,N/A,N/A,Fabric,N/A,2 Seater,N/A,N/A,N/A,N/A,Modern,Foam,Wood,Yes,1,Yes
P068,N/A,Pepperfry,N/A,N/A,N/A,Fabric,N/A,2 Seater,N/A,N/A,N/A,N/A,Modern,Foam,Wood,Yes,1,Yes
P069,N/A,Pepperfry,N/A,N/A,N/A,Fabric,N/A,2 Seater,N/A,N/A,N/A,N/A,Modern,Foam,Wood,Yes,1,Yes
P070,N/A,Pepperfry,N/A,N/A,N/A,Fabric,N/A,2 Seater,N/A,N/A,N/A,N/A,Modern,Foam,Wood,Yes,1,Yes
P071,,Pepperfry,N/A,N/A,N/A,Fabric,N/A,2 Seater,N/A,N/A,N/A,N/A,Modern,Foam,Wood,Yes,1,Yes
P072,N/A,Pepperfry,N/A,N/A,N/A,Fabric,N/A,2 Seater,N/A,N/A,N/A,N/A,Modern,Foam,Wood,Yes,1,Yes
P073,,Pepperfry,N/A,N/A,N/A,Fabric,N/A,2 Seater,N/A,N/A,N/A,N/A,Modern,Foam,Wood,Yes,1,Yes
P074,N/A,Pepperfry,N/A,N/A,N/A,Fabric,N/A,2 Seater,N/A,N/A,N/A,N/A,Modern,Foam,Wood,Yes,1,Yes
P075,N/A,Pepperfry,N/A,N/A,N/A,Fabric,N/A,2 Seater,N/A,N/A,N/A,N/A,Modern,Foam,Wood,Yes,1,Yes
P076,N/A,Pepperfry,N/A,N/A,N/A,Fabric,N/A,2 Seater,N/A,N/A,N/A,N/A,Modern,Foam,Wood,Yes,1,Yes
P077,N/A,Pepperfry,N/A,N/A,N/A,Fabric,N/A,2 Seater,N/A,N/A,N/A,N/A,Modern,Foam,Wood,Yes,1,Yes
P078,N/A,Pepperfry,N/A,N/A,N/A,Fabric,N/A,2 Seater,N/A,N/A,N/A,N/A,Modern,Foam,Wood,Yes,1,Yes
P079,,Pepperfry,N/A,N/A,N/A,Fabric,N/A,2 Seater,N/A,N/A,N/A,N/A,Modern,Foam,Wood,Yes,1,Yes
P080,,Pepperfry,N/A,N/A,N/A,Fabric,N/A,2 Seater,N/A,N/A,N/A,N/A,Modern,Foam,Wood,Yes,1,Yes
P081,,Pepperfry,N/A,N/A,N/A,Fabric,N/A,2 Seater,N/A,N/A,N/A,N/A,Modern,Foam,Wood,Yes,1,Yes
P082,N/A,Pepperfry,N/A,N/A,N/A,Fabric,N/A,2 Seater,N/A,N/A,N/A,N/A,Modern,Foam,Wood,Yes,1,Yes
P083,N/A,Pepperfry,N/A,N/A,N/A,Fabric,N/A,2 Seater,N/A,N/A,N/A,N/A,Modern,Foam,Wood,Yes,1,Yes
P084,N/A,Pepperfry,N/A,N/A,N/A,Fabric,N/A,2 Seater,N/A,N/A,N/A,N/A,Modern,Foam,Wood,Yes,1,Yes
P085,N/A,Pepperfry,N/A,N/A,N/A,Fabric,N/A,2 Seater,N/A,N/A,N/A,N/A,Modern,Foam,Wood,Yes,1,Yes
P086,N/A,Pepperfry,N/A,N/A,N/A,Fabric,N/A,2 Seater,N/A,N/A,N/A,N/A,Modern,Foam,Wood,Yes,1,Yes
P087,,Pepperfry,N/A,N/A,N/A,Fabric,N/A,2 Seater,N/A,N/A,N/A,N/A,Modern,Foam,Wood,Yes,1,Yes
P088,N/A,Pepperfry,N/A,N/A,N/A,Fabric,N/A,2 Seater,N/A,N/A,N/A,N/A,Modern,Foam,Wood,Yes,1,Yes
P089,,Pepperfry,N/A,N/A,N/A,Fabric,N/A,2 Seater,N/A,N/A,N/A,N/A,Modern,Foam,Wood,Yes,1,Yes
P090,N/A,Pepperfry,N/A,N/A,N/A,Fabric,N/A,2 Seater,N/A,N/A,N/A,N/A,Modern,Foam,Wood,Yes,1,Yes
P091,N/A,Pepperfry,N/A,N/A,N/A,Fabric,N/A,2 Seater,N/A,N/A,N/A,N/A,Modern,Foam,Wood,Yes,1,Yes
P092,N/A,Pepperfry,N/A,N/A,N/A,Fabric,N/A,2 Seater,N/A,N/A,N/A,N/A,Modern,Foam,Wood,Yes,1,Yes
P093,N/A,Pepperfry,N/A,N/A,N/A,Fabric,N/A,2 Seater,N/A,N/A,N/A,N/A,Modern,Foam,Wood,Yes,1,Yes
P094,N/A,Pepperfry,N/A,N/A,N/A,Fabric,N/A,2 Seater,N/A,N/A,N/A,N/A,Modern,Foam,Wood,Yes,1,Yes
P095,,Pepperfry,N/A,N/A,N/A,Fabric,N/A,2 Seater,N/A,N/A,N/A,N/A,Modern,Foam,Wood,Yes,1,Yes
P096,,Pepperfry,N/A,N/A,N/A,Fabric,N/A,2 Seater,N/A,N/A,N/A,N/A,Modern,Foam,Wood,Yes,1,Yes
P097,,Pepperfry,N/A,N/A,N/A,Fabric,N/A,2 Seater,N/A,N/A,N/A,N/A,Modern,Foam,Wood,Yes,1,Yes
P098,N/A,Pepperfry,N/A,N/A,N/A,Fabric,N/A,2 Seater,N/A,N/A,N/A,N/A,Modern,Foam,Wood,Yes,1,Yes
P099,N/A,Pepperfry,N/A,N/A,N/A,Fabric,N/A,2 Seater,N/A,N/A,N/A,N/A,Modern,Foam,Wood,Yes,1,Yes
P100,N/A,Pepperfry,N/A,N/A,N/A,Fabric,N/A,2 Seater,N/A,N/A,N/A,N/A,Modern,Foam,Wood,Yes,1,Yes
P101,N/A,Pepperfry,N/A,N/A,N/A,Fabric,N/A,2 Seater,N/A,N/A,N/A,N/A,Modern,Foam,Wood,Yes,1,Yes
P102,N/A,Pepperfry,N/A,N/A,N/A,Fabric,N/A,2 Seater,N/A,N/A,N/A,N/A,Modern,Foam,Wood,Yes,1,Yes
P103,,Pepperfry,N/A,N/A,N/A,Fabric,N/A,2 Seater,N/A,N/A,N/A,N/A,Modern,Foam,Wood,Yes,1,Yes
P104,N/A,Pepperfry,N/A,N/A,N/A,Fabric,N/A,2 Seater,N/A,N/A,N/A,N/A,Modern,Foam,Wood,Yes,1,Yes
P105,,Pepperfry,N/A,N/A,N/A,Fabric,N/A,2 Seater,N/A,N/A,N/A,N/A,Modern,Foam,Wood,Yes,1,Yes
P106,N/A,Pepperfry,N/A,N/A,N/A,Fabric,N/A,2 Seater,N/A,N/A,N/A,N/A,Modern,Foam,Wood,Yes,1,Yes
P107,N/A,Pepperfry,N/A,N/A,N/A,Fabric,N/A,2 Seater,N/A,N/A,N/A,N/A,Modern,Foam,Wood,Yes,1,Yes
P108,N/A,Pepperfry,N/A,N/A,N/A,Fabric,N/A,2 Seater,N/A,N/A,N/A,N/A,Modern,Foam,Wood,Yes,1,Yes
P109,N/A,Pepperfry,N/A,N/A,N/A,Fabric,N/A,2 Seater,N/A,N/A,N/A,N/A,Modern,Foam,Wood,Yes,1,Yes
P110,N/A,Pepperfry,N/A,N/A,N/A,Fabric,N/A,2 Seater,N/A,N/A,N/A,N/A,Modern,Foam,Wood,Yes,1,Yes
P111,,Pepperfry,N/A,N/A,N/A,Fabric,N/A,2 Seater,N/A,N/A,N/A,N/A,Modern,Foam,Wood,Yes,1,Yes
P112,,Pepperfry,N/A,N/A,N/A,Fabric,N/A,2 Seater,N/A,N/A,N/A,N/A,Modern,Foam,Wood,Yes,1,Yes
P113,,Pepperfry,N/A,N/A,N/A,Fabric,N/A,2 Seater,N/A,N/A,N/A,N/A,Modern,Foam,Wood,Yes,1,Yes
P114,N/A,Pepperfry,N/A,N/A,N/A,Fabric,N/A,2 Seater,N/A,N/A,N/A,N/A,Modern,Foam,Wood,Yes,1,Yes
P115,N/A,Pepperfry,N/A,N/A,N/A,Fabric,N/A,2 Seater,N/A,N/A,N/A,N/A,Modern,Foam,Wood,Yes,1,Yes
P116,N/A,Pepperfry,N/A,N/A,N/A,Fabric,N/A,2 Seater,N/A,N/A,N/A,N/A,Modern,Foam,Wood,Yes,1,Yes
P117,,Pepperfry,N/A,N/A,N/A,Fabric,N/A,2 Seater,N/A,N/A,N/A,N/A,Modern,Foam,Wood,Yes,1,Yes
P118,N/A,Pepperfry,N/A,N/A,N/A,Fabric,N/A,2 Seater,N/A,N/A,N/A,N/A,Modern,Foam,Wood,Yes,1,Yes
P119,,Pepperfry,N/A,N/A,N/A,Fabric,N/A,2 Seater,N/A,N/A,N/A,N/A,Modern,Foam,Wood,Yes,1,Yes
P120,N/A,Pepperfry,N/A,N/A,N/A,Fabric,N/A,2 Seater,N/A,N/A,N/A,N/A,Modern,Foam,Wood,Yes,1,Yes
P121,N/A,Pepperfry,N/A,N/A,N/A,Fabric,N/A,2 Seater,N/A,N/A,N/A,N/A,Modern,Foam,Wood,Yes,1,Yes
P122,N/A,Pepperfry,N/A,N/A,N/A,Fabric,N/A,2 Seater,N/A,N/A,N/A,N/A,Modern,Foam,Wood,Yes,1,Yes
P123,N/A,Pepperfry,N/A,N/A,N/A,Fabric,N/A,2 Seater,N/A,N/A,N/A,N/A,Modern,Foam,Wood,Yes,1,Yes
P124,N/A,Pepperfry,N/A,N/A,N/A,Fabric,N/A,2 Seater,N/A,N/A,N/A,N/A,Modern,Foam,Wood,Yes,1,Yes
P125,N/A,Pepperfry,N/A,N/A,N/A,Fabric,N/A,2 Seater,N/A,N/A,N/A,N/A,Modern,Foam,Wood,Yes,1,Yes
P126,,Pepperfry,N/A,N/A,N/A,Fabric,N/A,2 Seater,N/A,N/A,N/A,N/A,Modern,Foam,Wood,Yes,1,Yes
P127,,Pepperfry,N/A,N/A,N/A,Fabric,N/A,2 Seater,N/A,N/A,N/A,N/A,Modern,Foam,Wood,Yes,1,Yes
P128,,Pepperfry,N/A,N/A,N/A,Fabric,N/A,2 Seater,N/A,N/A,N/A,N/A,Modern,Foam,Wood,Yes,1,Yes
P129,N/A,Pepperfry,N/A,N/A,N/A,Fabric,N/A,2 Seater,N/A,N/A,N/A,N/A,Modern,Foam,Wood,Yes,1,Yes
P130,N/A,Pepperfry,N/A,N/A,N/A,Fabric,N/A,2 Seater,N/A,N/A,N/A,N/A,Modern,Foam,Wood,Yes,1,Yes
P131,N/A,Pepperfry,N/A,N/A,N/A,Fabric,N/A,2 Seater,N/A,N/A,N/A,N/A,Modern,Foam,Wood,Yes,1,Yes
P132,N/A,Pepperfry,N/A,N/A,N/A,Fabric,N/A,2 Seater,N/A,N/A,N/A,N/A,Modern,Foam,Wood,Yes,1,Yes
P133,N/A,Pepperfry,N/A,N/A,N/A,Fabric,N/A,2 Seater,N/A,N/A,N/A,N/A,Modern,Foam,Wood,Yes,1,Yes
P134,,Pepperfry,N/A,N/A,N/A,Fabric,N/A,2 Seater,N/A,N/A,N/A,N/A,Modern,Foam,Wood,Yes,1,Yes
P135,N/A,Pepperfry,N/A,N/A,N/A,Fabric,N/A,2 Seater,N/A,N/A,N/A,N/A,Modern,Foam,Wood,Yes,1,Yes
P136,,Pepperfry,N/A,N/A,N/A,Fabric,N/A,2 Seater,N/A,N/A,N/A,N/A,Modern,Foam,Wood,Yes,1,Yes
P137,N/A,Pepperfry,N/A,N/A,N/A,Fabric,N/A,2 Seater,N/A,N/A,N/A,N/A,Modern,Foam,Wood,Yes,1,Yes
P138,N/A,Pepperfry,N/A,N/A,N/A,Fabric,N/A,2 Seater,N/A,N/A,N/A,N/A,Modern,Foam,Wood,Yes,1,Yes
P139,N/A,Pepperfry,N/A,N/A,N/A,Fabric,N/A,2 Seater,N/A,N/A,N/A,N/A,Modern,Foam,Wood,Yes,1,Yes
P140,N/A,Pepperfry,N/A,N/A,N/A,Fabric,N/A,2 Seater,N/A,N/A,N/A,N/A,Modern,Foam,Wood,Yes,1,Yes
P141,N/A,Pepperfry,N/A,N/A,N/A,Fabric,N/A,2 Seater,N/A,N/A,N/A,N/A,Modern,Foam,Wood,Yes,1,Yes
P142,N/A,Pepperfry,N/A,N/A,N/A,Fabric,N/A,2 Seater,N/A,N/A,N/A,N/A,Modern,Foam,Wood,Yes,1,Yes
P143,,Pepperfry,N/A,N/A,N/A,Fabric,N/A,2 Seater,N/A,N/A,N/A,N/A,Modern,Foam,Wood,Yes,1,Yes
P144,,Pepperfry,N/A,N/A,N/A,Fabric,N/A,2 Seater,N/A,N/A,N/A,N/A,Modern,Foam,Wood,Yes,1,Yes
P145,,Pepperfry,N/A,N/A,N/A,Fabric,N/A,2 Seater,N/A,N/A,N/A,N/A,Modern,Foam,Wood,Yes,1,Yes
P146,N/A,Pepperfry,N/A,N/A,N/A,Fabric,N/A,2 Seater,N/A,N/A,N/A,N/A,Modern,Foam,Wood,Yes,1,Yes
P147,N/A,Pepperfry,N/A,N/A,N/A,Fabric,N/A,2 Seater,N/A,N/A,N/A,N/A,Modern,Foam,Wood,Yes,1,Yes
P148,N/A,Pepperfry,N/A,N/A,N/A,Fabric,N/A,2 Seater,N/A,N/A,N/A,N/A,Modern,Foam,Wood,Yes,1,Yes
P149,,Pepperfry,N/A,N/A,N/A,Fabric,N/A,2 Seater,N/A,N/A,N/A,N/A,Modern,Foam,Wood,Yes,1,Yes
P150,N/A,Pepperfry,N/A,N/A,N/A,Fabric,N/A,2 Seater,N/A,N/A,N/A,N/A,Modern,Foam,Wood,Yes,1,Yes
P151,,Pepperfry,N/A,N/A,N/A,Fabric,N/A,2 Seater,N/A,N/A,N/A,N/A,Modern,Foam,Wood,Yes,1,Yes
P152,N/A,Pepperfry,N/A,N/A,N/A,Fabric,N/A,2 Seater,N/A,N/A,N/A,N/A,Modern,Foam,Wood,Yes,1,Yes
P153,N/A,Pepperfry,N/A,N/A,N/A,Fabric,N/A,2 Seater,N/A,N/A,N/A,N/A,Modern,Foam,Wood,Yes,1,Yes
P154,N/A,Pepperfry,N/A,N/A,N/A,Fabric,N/A,2 Seater,N/A,N/A,N/A,N/A,Modern,Foam,Wood,Yes,1,Yes
P155,N/A,Pepperfry,N/A,N/A,N/A,Fabric,N/A,2 Seater,N/A,N/A,N/A,N/A,Modern,Foam,Wood,Yes,1,Yes
P156,N/A,Pepperfry,N/A,N/A,N/A,Fabric,N/A,2 Seater,N/A,N/A,N/A,N/A,Modern,Foam,Wood,Yes,1,Yes
P157,,Pepperfry,N/A,N/A,N/A,Fabric,N/A,2 Seater,N/A,N/A,N/A,N/A,Modern,Foam,Wood,Yes,1,Yes
P158,,Pepperfry,N/A,N/A,N/A,Fabric,N/A,2 Seater,N/A,N/A,N/A,N/A,Modern,Foam,Wood,Yes,1,Yes
P159,,Pepperfry,N/A,N/A,N/A,Fabric,N/A,2 Seater,N/A,N/A,N/A,N/A,Modern,Foam,Wood,Yes,1,Yes
P160,N/A,Pepperfry,N/A,N/A,N/A,Fabric,N/A,2 Seater,N/A,N/A,N/A,N/A,Modern,Foam,Wood,Yes,1,Yes
P161,N/A,Pepperfry,N/A,N/A,N/A,Fabric,N/A,2 Seater,N/A,N/A,N/A,N/A,Modern,Foam,Wood,Yes,1,Yes
P162,N/A,Pepperfry,N/A,N/A,N/A,Fabric,N/A,2 Seater,N/A,N/A,N/A,N/A,Modern,Foam,Wood,Yes,1,Yes
P163,N/A,Pepperfry,N/A,N/A,N/A,Fabric,N/A,2 Seater,N/A,N/A,N/A,N/A,Modern,Foam,Wood,Yes,1,Yes
P164,N/A,Pepperfry,N/A,N/A,N/A,Fabric,N/A,2 Seater,N/A,N/A,N/A,N/A,Modern,Foam,Wood,Yes,1,Yes
P165,,Pepperfry,N/A,N/A,N/A,Fabric,N/A,2 Seater,N/A,N/A,N/A,N/A,Modern,Foam,Wood,Yes,1,Yes
P166,,Pepperfry,N/A,N/A,N/A,Fabric,N/A,2 Seater,N/A,N/A,N/A,N/A,Modern,Foam,Wood,Yes,1,Yes
P167,N/A,Pepperfry,N/A,N/A,N/A,Fabric,N/A,2 Seater,N/A,N/A,N/A,N/A,Modern,Foam,Wood,Yes,1,Yes
P168,N/A,Pepperfry,N/A,N/A,N/A,Fabric,N/A,2 Seater,N/A,N/A,N/A,N/A,Modern,Foam,Wood,Yes,1,Yes
P169,N/A,Pepperfry,N/A,N/A,N/A,Fabric,N/A,2 Seater,N/A,N/A,N/A,N/A,Modern,Foam,Wood,Yes,1,Yes
P170,N/A,Pepperfry,N/A,N/A,N/A,Fabric,N/A,2 Seater,N/A,N/A,N/A,N/A,Modern,Foam,Wood,Yes,1,Yes
P171,N/A,Pepperfry,N/A,N/A,N/A,Fabric,N/A,2 Seater,N/A,N/A,N/A,N/A,Modern,Foam,Wood,Yes,1,Yes
P172,,Pepperfry,N/A,N/A,N/A,Fabric,N/A,2 Seater,N/A,N/A,N/A,N/A,Modern,Foam,Wood,Yes,1,Yes
P173,,Pepperfry,N/A,N/A,N/A,Fabric,N/A,2 Seater,N/A,N/A,N/A,N/A,Modern,Foam,Wood,Yes,1,Yes
P174,,Pepperfry,N/A,N/A,N/A,Fabric,N/A,2 Seater,N/A,N/A,N/A,N/A,Modern,Foam,Wood,Yes,1,Yes
P175,N/A,Pepperfry,N/A,N/A,N/A,Fabric,N/A,2 Seater,N/A,N/A,N/A,N/A,Modern,Foam,Wood,Yes,1,Yes
P176,N/A,Pepperfry,N/A,N/A,N/A,Fabric,N/A,2 Seater,N/A,N/A,N/A,N/A,Modern,Foam,Wood,Yes,1,Yes
P177,N/A,Pepperfry,N/A,N/A,N/A,Fabric,N/A,2 Seater,N/A,N/A,N/A,N/A,Modern,Foam,Wood,Yes,1,Yes
