product_id,product_name,brand,price_inr,discounted_price_inr,discount_percent,material,color,seater_type,dimensions_cm,weight_kg,rating,num_reviews,style_category,cushion_type,leg_material,assembly_required,warranty_years,in_stock
P011,Miranda Chenille Fabric 2 Seater Sofa In Ash Grey Colour,Pepperfry,35999,35999,N/A,Here’s a Guide to Buying the Perfect Sofas->,Casacraft From Pepperfry,2 Seater,Here’s a Guide to Buying the Perfect Sofas->,Here’s a Guide to Buying the Perfect Sofas->,4.5,N/A,Modern,Foam,Wood,Yes,,Yes
P012,Andres Chenille Fabric 2 Seater Sofa In Beige Colour,Pepperfry,35999,35999,N/A,Here’s a Guide to Buying the Perfect Sofas->,Febonic,2 Seater,Here’s a Guide to Buying the Perfect Sofas->,Here’s a Guide to Buying the Perfect Sofas->,4.5,N/A,Modern,Foam,Wood,Yes,,Yes
P013,Derby Velvet 2 Seater Sofa In Bone White Colour,Pepperfry,38999,38999,N/A,Here’s a Guide to Buying the Perfect Sofas->,Casacraft From Pepperfry,2 Seater,Here’s a Guide to Buying the Perfect Sofas->,Here’s a Guide to Buying the Perfect Sofas->,5,N/A,Modern,Foam,Wood,Yes,,Yes
P014,Elegant Velvet Fabric 2 Seater Sofa In Onion Pink Color,Pepperfry,43999,43999,N/A,Here’s a Guide to Buying the Perfect Sofas->,Extra 15% Off on All Home and Kitchen Orders*,2 Seater,Here’s a Guide to Buying the Perfect Sofas->,Here’s a Guide to Buying the Perfect Sofas->,4.5,N/A,Modern,Foam,Wood,Yes,,Yes
P015,Alaine Fabric 2 Seater Sofa In Camel Yellow Colour,Pepperfry,38999,38999,N/A,Here’s a Guide to Buying the Perfect Sofas->,ARRA,2 Seater,Here’s a Guide to Buying the Perfect Sofas->,Here’s a Guide to Buying the Perfect Sofas->,5,N/A,Modern,Foam,Wood,Yes,,Yes
P016,Bingo Fabric 2 Seater Sofa In Grey Colour,Pepperfry,17249,17249,N/A,Here’s a Guide to Buying the Perfect Sofas->,ARRA,2 Seater,Here’s a Guide to Buying the Perfect Sofas->,Here’s a Guide to Buying the Perfect Sofas->,4.5,N/A,Modern,Foam,Wood,Yes,,Yes
P017,Alejandro Velvet 2 Seater Sofa In Bone White Colour,Pepperfry,22999,22999,N/A,Here’s a Guide to Buying the Perfect Sofas->,ARRA,2 Seater,Here’s a Guide to Buying the Perfect Sofas->,Here’s a Guide to Buying the Perfect Sofas->,4.5,N/A,Modern,Foam,Wood,Yes,,Yes
P018,Tochi Fabric 2 Seater Sofa In Blue Colour,Pepperfry,24499,24499,N/A,Here’s a Guide to Buying the Perfect Sofas->,ARRA,2 Seater,Here’s a Guide to Buying the Perfect Sofas->,Here’s a Guide to Buying the Perfect Sofas->,4.5,N/A,Modern,Foam,Wood,Yes,,Yes
P019,Alejandro Velvet 2 Seater Sofa In Dusky Rose Colour,Pepperfry,22999,22999,N/A,Here’s a Guide to Buying the Perfect Sofas->,,2 Seater,Here’s a Guide to Buying the Perfect Sofas->,Here’s a Guide to Buying the Perfect Sofas->,5,N/A,Modern,Foam,Wood,Yes,,Yes
P020,Kaylee Velvet 2 Seater Sofa In Blush Pink Colour,Pepperfry,42999,42999,N/A,Here’s a Guide to Buying the Perfect Sofas->,,2 Seater,Here’s a Guide to Buying the Perfect Sofas->,Here’s a Guide to Buying the Perfect Sofas->,5,N/A,Modern,Foam,Wood,Yes,,Yes
P021,Dona Velvet 2 Seater Sofa in Carbon Grey Colour,Pepperfry,27999,27999,N/A,Here’s a Guide to Buying the Perfect Sofas->,,2 Seater,Here’s a Guide to Buying the Perfect Sofas->,Here’s a Guide to Buying the Perfect Sofas->,4.5,N/A,Modern,Foam,Wood,Yes,,Yes
P022,Sato Fabric 2 Seater Sofa In Blue Colour,Pepperfry,20499,20499,N/A,Here’s a Guide to Buying the Perfect Sofas->,,2 Seater,Here’s a Guide to Buying the Perfect Sofas->,Here’s a Guide to Buying the Perfect Sofas->,3.5,N/A,Modern,Foam,Wood,Yes,,Yes
P023,Derby Velvet 2 Seater Sofa In Midnight Blue Colour,Pepperfry,38999,38999,N/A,Here’s a Guide to Buying the Perfect Sofas->,,2 Seater,Here’s a Guide to Buying the Perfect Sofas->,Here’s a Guide to Buying the Perfect Sofas->,5,N/A,Modern,Foam,Wood,Yes,,Yes
P024,Dona Velvet 2 Seater Sofa in Midnight Blue Colour,Pepperfry,27999,27999,N/A,Here’s a Guide to Buying the Perfect Sofas->,,2 Seater,Here’s a Guide to Buying the Perfect Sofas->,Here’s a Guide to Buying the Perfect Sofas->,5,N/A,Modern,Foam,Wood,Yes,,Yes
P025,Dona Velvet 2 Seater Sofa In Dusky Rose Colour,Pepperfry,27999,27999,N/A,Here’s a Guide to Buying the Perfect Sofas->,,2 Seater,Here’s a Guide to Buying the Perfect Sofas->,Here’s a Guide to Buying the Perfect Sofas->,5,N/A,Modern,Foam,Wood,Yes,,Yes
