product_id,product_name,brand,price_inr,discounted_price_inr,discount_percent,material,color,seater_type,dimensions_cm,weight_kg,rating,num_reviews,style_category,cushion_type,leg_material,assembly_required,warranty_years,in_stock
P022,Frejol Velvet 2 Seater Sofa In Cream Colour,Pepperfry,29999,29999,N/A,Here’s a Guide to Buying the Perfect Sofas->,,2 Seater,Here’s a Guide to Buying the Perfect Sofas->,Here’s a Guide to Buying the Perfect Sofas->,5,N/A,Modern,Foam,Wood,Yes,,Yes
P023,Lem Velvet 2 Seater Sofa in Teal Blue Colour,Pepperfry,32999,32999,N/A,Here’s a Guide to Buying the Perfect Sofas->,Extra 15% Off on All Home and Kitchen Orders*,2 Seater,Here’s a Guide to Buying the Perfect Sofas->,Here’s a Guide to Buying the Perfect Sofas->,3,N/A,Modern,Foam,Wood,Yes,,Yes
P024,Andres Chenille Fabric 2 Seater Sofa In Navy Blue Colour,Pepperfry,35999,35999,N/A,Here’s a Guide to Buying the Perfect Sofas->,Decor Chronicle,2 Seater,Here’s a Guide to Buying the Perfect Sofas->,Here’s a Guide to Buying the Perfect Sofas->,4.5,N/A,Modern,Foam,Wood,Yes,,Yes
P025,Bari Leatherette 2 Seater Sofa In Dark Brown Colour,Pepperfry,27999,27999,N/A,Here’s a Guide to Buying the Perfect Sofas->,Casacraft From Pepperfry,2 Seater,Here’s a Guide to Buying the Perfect Sofas->,Here’s a Guide to Buying the Perfect Sofas->,4.5,N/A,Modern,Foam,Wood,Yes,,Yes
P026,Frejol Velvet 2 Seater Sofa In Cream Colour,Pepperfry,29999,29999,N/A,Here’s a Guide to Buying the Perfect Sofas->,,2 Seater,Here’s a Guide to Buying the Perfect Sofas->,Here’s a Guide to Buying the Perfect Sofas->,5,N/A,Modern,Foam,Wood,Yes,,Yes
P027,Lem Velvet 2 Seater Sofa in Teal Blue Colour,Pepperfry,32999,32999,N/A,Here’s a Guide to Buying the Perfect Sofas->,Extra 15% Off on All Home and Kitchen Orders*,2 Seater,Here’s a Guide to Buying the Perfect Sofas->,Here’s a Guide to Buying the Perfect Sofas->,3,N/A,Modern,Foam,Wood,Yes,,Yes
P028,Andres Chenille Fabric 2 Seater Sofa In Navy Blue Colour,Pepperfry,35999,35999,N/A,Here’s a Guide to Buying the Perfect Sofas->,Decor Chronicle,2 Seater,Here’s a Guide to Buying the Perfect Sofas->,Here’s a Guide to Buying the Perfect Sofas->,4.5,N/A,Modern,Foam,Wood,Yes,,Yes
P029,Bari Leatherette 2 Seater Sofa In Dark Brown Colour,Pepperfry,27999,27999,N/A,Here’s a Guide to Buying the Perfect Sofas->,Casacraft From Pepperfry,2 Seater,Here’s a Guide to Buying the Perfect Sofas->,Here’s a Guide to Buying the Perfect Sofas->,4.5,N/A,Modern,Foam,Wood,Yes,,Yes
P030,Frejol Velvet 2 Seater Sofa In Cream Colour,Pepperfry,29999,29999,N/A,Here’s a Guide to Buying the Perfect Sofas->,,2 Seater,Here’s a Guide to Buying the Perfect Sofas->,Here’s a Guide to Buying the Perfect Sofas->,5,N/A,Modern,Foam,Wood,Yes,,Yes
P031,Lem Velvet 2 Seater Sofa in Teal Blue Colour,Pepperfry,32999,32999,N/A,Here’s a Guide to Buying the Perfect Sofas->,Extra 15% Off on All Home and Kitchen Orders*,2 Seater,Here’s a Guide to Buying the Perfect Sofas->,Here’s a Guide to Buying the Perfect Sofas->,3,N/A,Modern,Foam,Wood,Yes,,Yes
P032,Andres Chenille Fabric 2 Seater Sofa In Navy Blue Colour,Pepperfry,35999,35999,N/A,Here’s a Guide to Buying the Perfect Sofas->,Decor Chronicle,2 Seater,Here’s a Guide to Buying the Perfect Sofas->,Here’s a Guide to Buying the Perfect Sofas->,4.5,N/A,Modern,Foam,Wood,Yes,,Yes
P033,Bari Leatherette 2 Seater Sofa In Dark Brown Colour,Pepperfry,27999,27999,N/A,Here’s a Guide to Buying the Perfect Sofas->,Casacraft From Pepperfry,2 Seater,Here’s a Guide to Buying the Perfect Sofas->,Here’s a Guide to Buying the Perfect Sofas->,4.5,N/A,Modern,Foam,Wood,Yes,,Yes
P034,Frejol Velvet 2 Seater Sofa In Cream Colour,Pepperfry,29999,29999,N/A,Here’s a Guide to Buying the Perfect Sofas->,,2 Seater,Here’s a Guide to Buying the Perfect Sofas->,Here’s a Guide to Buying the Perfect Sofas->,5,N/A,Modern,Foam,Wood,Yes,,Yes
P035,Lem Velvet 2 Seater Sofa in Teal Blue Colour,Pepperfry,32999,32999,N/A,Here’s a Guide to Buying the Perfect Sofas->,Extra 15% Off on All Home and Kitchen Orders*,2 Seater,Here’s a Guide to Buying the Perfect Sofas->,Here’s a Guide to Buying the Perfect Sofas->,3,N/A,Modern,Foam,Wood,Yes,,Yes
P036,Andres Chenille Fabric 2 Seater Sofa In Navy Blue Colour,Pepperfry,35999,35999,N/A,Here’s a Guide to Buying the Perfect Sofas->,Decor Chronicle,2 Seater,Here’s a Guide to Buying the Perfect Sofas->,Here’s a Guide to Buying the Perfect Sofas->,4.5,N/A,Modern,Foam,Wood,Yes,,Yes
P037,Bari Leatherette 2 Seater Sofa In Dark Brown Colour,Pepperfry,27999,27999,N/A,Here’s a Guide to Buying the Perfect Sofas->,Casacraft From Pepperfry,2 Seater,Here’s a Guide to Buying the Perfect Sofas->,Here’s a Guide to Buying the Perfect Sofas->,4.5,N/A,Modern,Foam,Wood,Yes,,Yes
P038,Frejol Velvet 2 Seater Sofa In Cream Colour,Pepperfry,29999,29999,N/A,Here’s a Guide to Buying the Perfect Sofas->,,2 Seater,Here’s a Guide to Buying the Perfect Sofas->,Here’s a Guide to Buying the Perfect Sofas->,5,N/A,Modern,Foam,Wood,Yes,,Yes
P039,Lem Velvet 2 Seater Sofa in Teal Blue Colour,Pepperfry,32999,32999,N/A,Here’s a Guide to Buying the Perfect Sofas->,Extra 15% Off on All Home and Kitchen Orders*,2 Seater,Here’s a Guide to Buying the Perfect Sofas->,Here’s a Guide to Buying the Perfect Sofas->,3,N/A,Modern,Foam,Wood,Yes,,Yes
P040,Andres Chenille Fabric 2 Seater Sofa In Navy Blue Colour,Pepperfry,35999,35999,N/A,Here’s a Guide to Buying the Perfect Sofas->,Decor Chronicle,2 Seater,Here’s a Guide to Buying the Perfect Sofas->,Here’s a Guide to Buying the Perfect Sofas->,4.5,N/A,Modern,Foam,Wood,Yes,,Yes
P041,Bari Leatherette 2 Seater Sofa In Dark Brown Colour,Pepperfry,27999,27999,N/A,Here’s a Guide to Buying the Perfect Sofas->,Casacraft From Pepperfry,2 Seater,Here’s a Guide to Buying the Perfect Sofas->,Here’s a Guide to Buying the Perfect Sofas->,4.5,N/A,Modern,Foam,Wood,Yes,,Yes
P042,Frejol Velvet 2 Seater Sofa In Cream Colour,Pepperfry,29999,29999,N/A,Here’s a Guide to Buying the Perfect Sofas->,,2 Seater,Here’s a Guide to Buying the Perfect Sofas->,Here’s a Guide to Buying the Perfect Sofas->,5,N/A,Modern,Foam,Wood,Yes,,Yes
P043,Lem Velvet 2 Seater Sofa in Teal Blue Colour,Pepperfry,32999,32999,N/A,Here’s a Guide to Buying the Perfect Sofas->,Extra 15% Off on All Home and Kitchen Orders*,2 Seater,Here’s a Guide to Buying the Perfect Sofas->,Here’s a Guide to Buying the Perfect Sofas->,3,N/A,Modern,Foam,Wood,Yes,,Yes
P044,Andres Chenille Fabric 2 Seater Sofa In Navy Blue Colour,Pepperfry,35999,35999,N/A,Here’s a Guide to Buying the Perfect Sofas->,Decor Chronicle,2 Seater,Here’s a Guide to Buying the Perfect Sofas->,Here’s a Guide to Buying the Perfect Sofas->,4.5,N/A,Modern,Foam,Wood,Yes,,Yes
P045,Bari Leatherette 2 Seater Sofa In Dark Brown Colour,Pepperfry,27999,27999,N/A,Here’s a Guide to Buying the Perfect Sofas->,Casacraft From Pepperfry,2 Seater,Here’s a Guide to Buying the Perfect Sofas->,Here’s a Guide to Buying the Perfect Sofas->,4.5,N/A,Modern,Foam,Wood,Yes,,Yes
P046,Frejol Velvet 2 Seater Sofa In Cream Colour,Pepperfry,29999,29999,N/A,Here’s a Guide to Buying the Perfect Sofas->,,2 Seater,Here’s a Guide to Buying the Perfect Sofas->,Here’s a Guide to Buying the Perfect Sofas->,5,N/A,Modern,Foam,Wood,Yes,,Yes
P047,Lem Velvet 2 Seater Sofa in Teal Blue Colour,Pepperfry,32999,32999,N/A,Here’s a Guide to Buying the Perfect Sofas->,Extra 15% Off on All Home and Kitchen Orders*,2 Seater,Here’s a Guide to Buying the Perfect Sofas->,Here’s a Guide to Buying the Perfect Sofas->,3,N/A,Modern,Foam,Wood,Yes,,Yes
P048,Andres Chenille Fabric 2 Seater Sofa In Navy Blue Colour,Pepperfry,35999,35999,N/A,Here’s a Guide to Buying the Perfect Sofas->,Decor Chronicle,2 Seater,Here’s a Guide to Buying the Perfect Sofas->,Here’s a Guide to Buying the Perfect Sofas->,4.5,N/A,Modern,Foam,Wood,Yes,,Yes
P049,Bari Leatherette 2 Seater Sofa In Dark Brown Colour,Pepperfry,27999,27999,N/A,Here’s a Guide to Buying the Perfect Sofas->,Casacraft From Pepperfry,2 Seater,Here’s a Guide to Buying the Perfect Sofas->,Here’s a Guide to Buying the Perfect Sofas->,4.5,N/A,Modern,Foam,Wood,Yes,,Yes
P050,Frejol Velvet 2 Seater Sofa In Cream Colour,Pepperfry,29999,29999,N/A,Here’s a Guide to Buying the Perfect Sofas->,,2 Seater,Here’s a Guide to Buying the Perfect Sofas->,Here’s a Guide to Buying the Perfect Sofas->,5,N/A,Modern,Foam,Wood,Yes,,Yes
P051,Lem Velvet 2 Seater Sofa in Teal Blue Colour,Pepperfry,32999,32999,N/A,Here’s a Guide to Buying the Perfect Sofas->,Extra 15% Off on All Home and Kitchen Orders*,2 Seater,Here’s a Guide to Buying the Perfect Sofas->,Here’s a Guide to Buying the Perfect Sofas->,3,N/A,Modern,Foam,Wood,Yes,,Yes
P052,Andres Chenille Fabric 2 Seater Sofa In Navy Blue Colour,Pepperfry,35999,35999,N/A,Here’s a Guide to Buying the Perfect Sofas->,Decor Chronicle,2 Seater,Here’s a Guide to Buying the Perfect Sofas->,Here’s a Guide to Buying the Perfect Sofas->,4.5,N/A,Modern,Foam,Wood,Yes,,Yes
P053,Bari Leatherette 2 Seater Sofa In Dark Brown Colour,Pepperfry,27999,27999,N/A,Here’s a Guide to Buying the Perfect Sofas->,Casacraft From Pepperfry,2 Seater,Here’s a Guide to Buying the Perfect Sofas->,Here’s a Guide to Buying the Perfect Sofas->,4.5,N/A,Modern,Foam,Wood,Yes,,Yes
P054,Frejol Velvet 2 Seater Sofa In Cream Colour,Pepperfry,29999,29999,N/A,Here’s a Guide to Buying the Perfect Sofas->,,2 Seater,Here’s a Guide to Buying the Perfect Sofas->,Here’s a Guide to Buying the Perfect Sofas->,5,N/A,Modern,Foam,Wood,Yes,,Yes
P055,Lem Velvet 2 Seater Sofa in Teal Blue Colour,Pepperfry,32999,32999,N/A,Here’s a Guide to Buying the Perfect Sofas->,Extra 15% Off on All Home and Kitchen Orders*,2 Seater,Here’s a Guide to Buying the Perfect Sofas->,Here’s a Guide to Buying the Perfect Sofas->,3,N/A,Modern,Foam,Wood,Yes,,Yes
P056,Andres Chenille Fabric 2 Seater Sofa In Navy Blue Colour,Pepperfry,35999,35999,N/A,Here’s a Guide to Buying the Perfect Sofas->,Decor Chronicle,2 Seater,Here’s a Guide to Buying the Perfect Sofas->,Here’s a Guide to Buying the Perfect Sofas->,4.5,N/A,Modern,Foam,Wood,Yes,,Yes
P057,Bari Leatherette 2 Seater Sofa In Dark Brown Colour,Pepperfry,27999,27999,N/A,Here’s a Guide to Buying the Perfect Sofas->,Casacraft From Pepperfry,2 Seater,Here’s a Guide to Buying the Perfect Sofas->,Here’s a Guide to Buying the Perfect Sofas->,4.5,N/A,Modern,Foam,Wood,Yes,,Yes
P058,Frejol Velvet 2 Seater Sofa In Cream Colour,Pepperfry,29999,29999,N/A,Here’s a Guide to Buying the Perfect Sofas->,,2 Seater,Here’s a Guide to Buying the Perfect Sofas->,Here’s a Guide to Buying the Perfect Sofas->,5,N/A,Modern,Foam,Wood,Yes,,Yes
P059,Lem Velvet 2 Seater Sofa in Teal Blue Colour,Pepperfry,32999,32999,N/A,Here’s a Guide to Buying the Perfect Sofas->,Extra 15% Off on All Home and Kitchen Orders*,2 Seater,Here’s a Guide to Buying the Perfect Sofas->,Here’s a Guide to Buying the Perfect Sofas->,3,N/A,Modern,Foam,Wood,Yes,,Yes
P060,Andres Chenille Fabric 2 Seater Sofa In Navy Blue Colour,Pepperfry,35999,35999,N/A,Here’s a Guide to Buying the Perfect Sofas->,Decor Chronicle,2 Seater,Here’s a Guide to Buying the Perfect Sofas->,Here’s a Guide to Buying the Perfect Sofas->,4.5,N/A,Modern,Foam,Wood,Yes,,Yes
P061,Bari Leatherette 2 Seater Sofa In Dark Brown Colour,Pepperfry,27999,27999,N/A,Here’s a Guide to Buying the Perfect Sofas->,Casacraft From Pepperfry,2 Seater,Here’s a Guide to Buying the Perfect Sofas->,Here’s a Guide to Buying the Perfect Sofas->,4.5,N/A,Modern,Foam,Wood,Yes,,Yes
P062,Frejol Velvet 2 Seater Sofa In Cream Colour,Pepperfry,29999,29999,N/A,Here’s a Guide to Buying the Perfect Sofas->,,2 Seater,Here’s a Guide to Buying the Perfect Sofas->,Here’s a Guide to Buying the Perfect Sofas->,5,N/A,Modern,Foam,Wood,Yes,,Yes
P063,Lem Velvet 2 Seater Sofa in Teal Blue Colour,Pepperfry,32999,32999,N/A,Here’s a Guide to Buying the Perfect Sofas->,Extra 15% Off on All Home and Kitchen Orders*,2 Seater,Here’s a Guide to Buying the Perfect Sofas->,Here’s a Guide to Buying the Perfect Sofas->,3,N/A,Modern,Foam,Wood,Yes,,Yes
P064,Andres Chenille Fabric 2 Seater Sofa In Navy Blue Colour,Pepperfry,35999,35999,N/A,Here’s a Guide to Buying the Perfect Sofas->,Decor Chronicle,2 Seater,Here’s a Guide to Buying the Perfect Sofas->,Here’s a Guide to Buying the Perfect Sofas->,4.5,N/A,Modern,Foam,Wood,Yes,,Yes
P065,Bari Leatherette 2 Seater Sofa In Dark Brown Colour,Pepperfry,27999,27999,N/A,Here’s a Guide to Buying the Perfect Sofas->,Casacraft From Pepperfry,2 Seater,Here’s a Guide to Buying the Perfect Sofas->,Here’s a Guide to Buying the Perfect Sofas->,4.5,N/A,Modern,Foam,Wood,Yes,,Yes
P066,Frejol Velvet 2 Seater Sofa In Cream Colour,Pepperfry,29999,29999,N/A,Here’s a Guide to Buying the Perfect Sofas->,,2 Seater,Here’s a Guide to Buying the Perfect Sofas->,Here’s a Guide to Buying the Perfect Sofas->,5,N/A,Modern,Foam,Wood,Yes,,Yes
P067,Lem Velvet 2 Seater Sofa in Teal Blue Colour,Pepperfry,32999,32999,N/A,Here’s a Guide to Buying the Perfect Sofas->,Extra 15% Off on All Home and Kitchen Orders*,2 Seater,Here’s a Guide to Buying the Perfect Sofas->,Here’s a Guide to Buying the Perfect Sofas->,3,N/A,Modern,Foam,Wood,Yes,,Yes
P068,Andres Chenille Fabric 2 Seater Sofa In Navy Blue Colour,Pepperfry,35999,35999,N/A,Here’s a Guide to Buying the Perfect Sofas->,Decor Chronicle,2 Seater,Here’s a Guide to Buying the Perfect Sofas->,Here’s a Guide to Buying the Perfect Sofas->,4.5,N/A,Modern,Foam,Wood,Yes,,Yes
P069,Bari Leatherette 2 Seater Sofa In Dark Brown Colour,Pepperfry,27999,27999,N/A,Here’s a Guide to Buying the Perfect Sofas->,Casacraft From Pepperfry,2 Seater,Here’s a Guide to Buying the Perfect Sofas->,Here’s a Guide to Buying the Perfect Sofas->,4.5,N/A,Modern,Foam,Wood,Yes,,Yes
P070,Frejol Velvet 2 Seater Sofa In Cream Colour,Pepperfry,29999,29999,N/A,Here’s a Guide to Buying the Perfect Sofas->,,2 Seater,Here’s a Guide to Buying the Perfect Sofas->,Here’s a Guide to Buying the Perfect Sofas->,5,N/A,Modern,Foam,Wood,Yes,,Yes
P071,Lem Velvet 2 Seater Sofa in Teal Blue Colour,Pepperfry,32999,32999,N/A,Here’s a Guide to Buying the Perfect Sofas->,Extra 15% Off on All Home and Kitchen Orders*,2 Seater,Here’s a Guide to Buying the Perfect Sofas->,Here’s a Guide to Buying the Perfect Sofas->,3,N/A,Modern,Foam,Wood,Yes,,Yes
P072,Andres Chenille Fabric 2 Seater Sofa In Navy Blue Colour,Pepperfry,35999,35999,N/A,Here’s a Guide to Buying the Perfect Sofas->,Decor Chronicle,2 Seater,Here’s a Guide to Buying the Perfect Sofas->,Here’s a Guide to Buying the Perfect Sofas->,4.5,N/A,Modern,Foam,Wood,Yes,,Yes
